year,state,region,fao,common_name,sub_group,isscaap,major_group,type,count,count_metric,weight,weight_metric,bushels,usd_value_2018inflation,tonnes
1992,Connecticut,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,NA,146733,7879580.00,NA
1993,Connecticut,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,700882,73087974.96,NA
1993,Connecticut,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,NA,157735,10965737.20,NA
1994,Connecticut,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,705542,59721827.70,NA
1994,Connecticut,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,NA,192891,12789632.24,NA
1995,Connecticut,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,751876,68150040.64,NA
1995,Connecticut,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,NA,52257,2152988.40,NA
1996,Connecticut,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,525809,46271192.00,NA
1996,Connecticut,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,NA,52423,2096920.00,NA
1997,Connecticut,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,196293,7987162.17,NA
1997,Connecticut,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,NA,240768,13564869.12,NA
1998,Connecticut,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,179562,13835236.69,NA
1998,Connecticut,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,NA,128544,7867976.16,NA
1999,Connecticut,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,170000,16652350.00,NA
1999,Connecticut,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,NA,130000,9795500.00,NA
2000,Connecticut,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,81015,7055944.34,NA
2000,Connecticut,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,NA,335084,13727589.05,NA
2001,Connecticut,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,56340,4603959.69,NA
2001,Connecticut,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,NA,281811,14090066.93,NA
2003,Connecticut,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,36781,3132195.89,NA
2003,Connecticut,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,NA,341546,14719937.51,NA
2004,Connecticut,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,24116,1802535.99,NA
2004,Connecticut,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,NA,403698,14207242.58,NA
2005,Connecticut,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,23041,1225622.30,NA
2005,Connecticut,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,NA,420529,20730356.01,NA
2006,Connecticut,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,52851,2748352.04,NA
2006,Connecticut,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,NA,423950,22670460.39,NA
2007,Connecticut,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,132933,6227081.89,NA
2007,Connecticut,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,NA,489648,24862910.21,NA
2008,Connecticut,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,161305,7440167.88,NA
2008,Connecticut,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,NA,511659,23512777.11,NA
2009,Connecticut,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,187096,8172028.80,NA
2009,Connecticut,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,NA,489462,20722451.49,NA
2010,Connecticut,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,220100,9228305.66,NA
2010,Connecticut,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,NA,425294,20050887.17,NA
2016,Connecticut,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,350615,19189393.00,NA
2016,Connecticut,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,NA,402457,11933088.08,NA
2017,Connecticut,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,NA,307009,16376953.86,NA
2017,Connecticut,Atlantic,"Atlantic, Northwest",quahog,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,NA,NA,309661,10282890.24,NA
2019,Delaware,Atlantic,"Atlantic, Northwest",oyster,oyster,Oysters,mollusc,food,NA,NA,NA,No data,NA,NA,NA
1992,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,771,lb sold,NA,12619.50,0.3
1992,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,720,lb sold,NA,9728.65,0.3
1992,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,28,lb sold,NA,365.16,0
1993,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,2,lb sold,NA,5.21,0
1993,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,3,lb sold,NA,24.33,0
1993,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,5,lb sold,NA,90.38,0
1993,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, chowder",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,3,lb sold,NA,5.21,0
1993,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,2900,lb sold,NA,41896.23,1.3
1993,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1987,lb sold,NA,22378.49,0.9
1993,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,14,lb sold,NA,253.75,0
1993,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,131,lb sold,NA,643.06,0.1
1993,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,322,lb sold,NA,776.89,0.1
1994,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,175,lb sold,NA,1370.45,0.1
1994,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,65,lb sold,NA,345.58,0
1994,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,116,lb sold,NA,1206.13,0.1
1994,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, chowder",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,5,lb sold,NA,10.16,0
1994,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,8266,lb sold,NA,127995.25,3.7
1994,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,14115,lb sold,NA,231239.47,6.4
1994,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,2196,lb sold,NA,25511.64,1
1994,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,2101,lb sold,NA,25225.35,1
1994,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,95,lb sold,NA,1195.96,0
1994,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,352,lb sold,NA,4407.79,0.2
1994,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,6282,lb sold,NA,116774.20,2.8
1994,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,211,lb sold,NA,498.04,0.1
1995,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,2,lb sold,NA,4.94,0
1995,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,4,lb sold,NA,36.26,0
1995,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,704,lb sold,NA,3384.99,0.3
1995,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,350,lb sold,NA,3745.90,0.2
1995,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, chowder",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,2,lb sold,NA,3.30,0
1995,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,10673,lb sold,NA,225255.23,4.8
1995,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,18398,lb sold,NA,366386.66,8.3
1995,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,756,lb sold,NA,13347.15,0.3
1995,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,12438,lb sold,NA,212661.22,5.6
1995,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,200,lb sold,NA,3160.86,0.1
1995,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,850,lb sold,NA,10888.34,0.4
1995,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,30314,lb sold,NA,823205.66,13.8
1995,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,27,lb sold,NA,644.37,0
1995,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,3658,lb sold,NA,8419.63,1.7
1996,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,16,lb sold,NA,56.00,0
1996,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,47,lb sold,NA,390.40,0
1996,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,78997,lb sold,NA,1200689.60,35.8
1996,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,177548,lb sold,NA,3166686.40,80.5
1996,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,51,lb sold,NA,952.00,0
1996,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,29284,lb sold,NA,454795.20,13.3
1996,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,13,lb sold,NA,140.80,0
1996,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1299,lb sold,NA,20363.20,0.6
1996,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,12299,lb sold,NA,358123.20,5.6
1996,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1472,lb sold,NA,35673.60,0.7
1996,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,489,lb sold,NA,1342.40,0.2
1997,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,2945,lb sold,NA,13610.81,1.3
1997,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1244,lb sold,NA,14056.83,0.6
1997,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,200,lb sold,NA,802.85,0.1
1997,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,109,lb sold,NA,834.15,0
1997,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, chowder",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,10,lb sold,NA,29.74,0
1997,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,106741,lb sold,NA,1647854.23,48.4
1997,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,342884,lb sold,NA,6066628.60,155.5
1997,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,13120,lb sold,NA,221942.04,6
1997,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,35208,lb sold,NA,509787.80,16
1997,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,229,lb sold,NA,2649.55,0.1
1997,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,21826,lb sold,NA,202370.15,9.9
1997,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,5201,lb sold,NA,131718.23,2.4
1997,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,827,lb sold,NA,18830.08,0.4
1997,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,39,lb sold,NA,131.46,0
1997,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,5481,lb sold,NA,15185.20,2.5
1998,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1231,lb sold,NA,5529.11,0.6
1998,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,162,lb sold,NA,1846.12,0.1
1998,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,2842,lb sold,NA,12580.72,1.3
1998,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,5190,lb sold,NA,58773.74,2.4
1998,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, chowder",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,303,lb sold,NA,653.38,0.1
1998,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,92932,lb sold,NA,1256962.88,42.2
1998,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,436178,lb sold,NA,6229355.35,197.8
1998,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,10255,lb sold,NA,149233.52,4.7
1998,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,63348,lb sold,NA,831338.68,28.7
1998,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,55,lb sold,NA,633.35,0
1998,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,65393,lb sold,NA,569100.55,29.7
1998,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,9625,lb sold,NA,185599.58,4.4
1998,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1831,lb sold,NA,19683.19,0.8
1998,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,44591,lb sold,NA,118861.95,20.2
1999,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,2688,lb sold,NA,12732.64,1.2
1999,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,4,lb sold,NA,37.68,0
1999,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,7632,lb sold,NA,84241.30,3.5
1999,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,6072,lb sold,NA,112337.81,2.8
1999,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,438212,lb sold,NA,6396779.48,198.8
1999,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1334,lb sold,NA,22378.95,0.6
1999,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,257278,lb sold,NA,3186367.65,116.7
1999,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,522,lb sold,NA,7391.84,0.2
1999,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,55178,lb sold,NA,475544.40,25
1999,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,388,lb sold,NA,8659.22,0.2
1999,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,10417,lb sold,NA,91435.72,4.7
1999,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,14309,lb sold,NA,36213.21,6.5
2000,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,951,lb sold,NA,4595.62,0.4
2000,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,33,lb sold,NA,368.87,0
2000,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,90,lb sold,NA,562.79,0
2000,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,36641,lb sold,NA,419689.67,16.6
2000,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, chowder",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,16,lb sold,NA,78.73,0
2000,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,4406,lb sold,NA,71420.13,2
2000,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,327247,lb sold,NA,4753451.79,148.4
2000,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,2913,lb sold,NA,43212.20,1.3
2000,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,170096,lb sold,NA,2164126.90,77.2
2000,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1754,lb sold,NA,18749.88,0.8
2000,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,22906,lb sold,NA,208633.97,10.4
2000,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,3,lb sold,NA,110.81,0
2000,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,9675,lb sold,NA,77683.70,4.4
2001,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,18,lb sold,NA,112.10,0
2001,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,4,lb sold,NA,42.57,0
2001,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,849,lb sold,NA,2409.46,0.4
2001,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,14000,lb sold,NA,132680.76,6.4
2001,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,4474,lb sold,NA,70115.63,2
2001,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,362271,lb sold,NA,4855626.44,164.3
2001,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,2308,lb sold,NA,31005.15,1
2001,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,130025,lb sold,NA,1498696.72,59
2001,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,666,lb sold,NA,6257.79,0.3
2001,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,6326,lb sold,NA,59548.34,2.9
2001,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,5,lb sold,NA,146.16,0
2001,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,12567,lb sold,NA,98802.13,5.7
2001,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,10892,lb sold,NA,23403.57,4.9
2002,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,3544,lb sold,NA,12276.42,1.6
2002,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,18136,lb sold,NA,138763.80,8.2
2002,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, chowder",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,2894,lb sold,NA,4848.31,1.3
2002,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,3552,lb sold,NA,56282.53,1.6
2002,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,338987,lb sold,NA,3544022.41,153.8
2002,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,126,lb sold,NA,1503.49,0.1
2002,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,127586,lb sold,NA,1055063.30,57.9
2002,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,336,lb sold,NA,3679.86,0.2
2002,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,8632,lb sold,NA,76699.03,3.9
