year,state,region,fao,common_name,sub_group,isscaap,major_group,type,count,count_metric,weight,weight_metric,bushels,usd_value_2018inflation,tonnes
2005,Washington,Pacific,"Pacific, Northeast",european oyster,oyster,Oysters,mollusc,food,NA,NA,12621,lbs harvested,NA,324336.93,5.7
2005,Washington,Pacific,"Pacific, Northeast",geoduck clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,960518,lbs harvested,NA,4853065.10,435.7
2005,Washington,Pacific,"Pacific, Northeast",horse clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,3757,lbs harvested,NA,2639.89,1.7
2005,Washington,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,NA,NA,84986,lbs harvested,NA,53550.63,38.5
2005,Washington,Pacific,"Pacific, Northeast",manila clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,8432666,lbs harvested,NA,11714615.54,3825
2005,Washington,Pacific,"Pacific, Northeast",native littleneck clams,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,99885,lbs harvested,NA,86562.52,45.3
2005,Washington,Pacific,"Pacific, Northeast",olympia oyster,oyster,Oysters,mollusc,food,NA,NA,7426,lbs harvested,NA,284921.89,3.4
2005,Washington,Pacific,"Pacific, Northeast",oyster seed,oyster,Oysters,mollusc,seed,NA,NA,0,lbs harvested,NA,0.00,0
2005,Washington,Pacific,"Pacific, Northeast",pacific oyster,oyster,Oysters,mollusc,food,NA,NA,11799991,lbs harvested,NA,29689528.61,5352.4
2005,Washington,Pacific,"Pacific, Northeast",softshell clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,926973,lbs harvested,NA,476834.91,420.5
2006,Washington,Pacific,"Pacific, Northeast",blue or bay mussel,mussel,Mussels,mollusc,food,NA,NA,2722665,lbs harvested,NA,5601813.90,1235
2006,Washington,Pacific,"Pacific, Northeast",butter clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,31131,lbs harvested,NA,15636.20,14.1
2006,Washington,Pacific,"Pacific, Northeast",cockles clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1136,lbs harvested,NA,297.25,0.5
2006,Washington,Pacific,"Pacific, Northeast",eastern oyster,oyster,Oysters,mollusc,food,NA,NA,19804,lbs harvested,NA,227707.17,9
2006,Washington,Pacific,"Pacific, Northeast",european oyster,oyster,Oysters,mollusc,food,NA,NA,13533,lbs harvested,NA,313357.54,6.1
2006,Washington,Pacific,"Pacific, Northeast",geoduck clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,866769,lbs harvested,NA,10466821.77,393.2
2006,Washington,Pacific,"Pacific, Northeast",horse clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,4563,lbs harvested,NA,2351.02,2.1
2006,Washington,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,NA,NA,58973,lbs harvested,NA,1272005.75,26.7
2006,Washington,Pacific,"Pacific, Northeast",manila clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,9036605,lbs harvested,NA,26228048.31,4098.9
2006,Washington,Pacific,"Pacific, Northeast",mud clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,13,lbs harvested,NA,3.24,0
2006,Washington,Pacific,"Pacific, Northeast",native littleneck clams,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,70480,lbs harvested,NA,91027.22,32
2006,Washington,Pacific,"Pacific, Northeast",olympia oyster,oyster,Oysters,mollusc,food,NA,NA,3101,lbs harvested,NA,168831.44,1.4
2006,Washington,Pacific,"Pacific, Northeast",oyster seed,oyster,Oysters,mollusc,seed,NA,NA,0,lbs harvested,NA,0.00,0
2006,Washington,Pacific,"Pacific, Northeast",pacific oyster,oyster,Oysters,mollusc,food,NA,NA,10618202,lbs harvested,NA,38956587.60,4816.3
2006,Washington,Pacific,"Pacific, Northeast",softshell clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,864460,lbs harvested,NA,412858.11,392.1
2007,Washington,Pacific,"Pacific, Northeast",blue or bay mussel,mussel,Mussels,mollusc,food,NA,NA,2372767,lbs harvested,NA,4625979.31,1076.3
2007,Washington,Pacific,"Pacific, Northeast",butter clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,25321,lbs harvested,NA,13653.65,11.5
2007,Washington,Pacific,"Pacific, Northeast",eastern oyster,oyster,Oysters,mollusc,food,NA,NA,27868,lbs harvested,NA,329626.38,12.6
2007,Washington,Pacific,"Pacific, Northeast",european oyster,oyster,Oysters,mollusc,food,NA,NA,16662,lbs harvested,NA,309544.56,7.6
2007,Washington,Pacific,"Pacific, Northeast",geoduck clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,994618,lbs harvested,NA,12101987.65,451.2
2007,Washington,Pacific,"Pacific, Northeast",horse clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,4986,lbs harvested,NA,2398.53,2.3
2007,Washington,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,NA,NA,68424,lbs harvested,NA,1451338.06,31
2007,Washington,Pacific,"Pacific, Northeast",manila clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,8643209,lbs harvested,NA,24494974.63,3920.5
2007,Washington,Pacific,"Pacific, Northeast",mud clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,8,lbs harvested,NA,1.94,0
2007,Washington,Pacific,"Pacific, Northeast",native littleneck clams,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,90472,lbs harvested,NA,114083.83,41
2007,Washington,Pacific,"Pacific, Northeast",olympia oyster,oyster,Oysters,mollusc,food,NA,NA,59,lbs harvested,NA,5443.38,0
2007,Washington,Pacific,"Pacific, Northeast",oyster seed,oyster,Oysters,mollusc,seed,NA,NA,0,lbs harvested,NA,0.00,0
2007,Washington,Pacific,"Pacific, Northeast",pacific oyster,oyster,Oysters,mollusc,food,NA,NA,10823035,lbs harvested,NA,39304636.82,4909.2
2007,Washington,Pacific,"Pacific, Northeast",softshell clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,512225,lbs harvested,NA,217106.57,232.3
2008,Washington,Pacific,"Pacific, Northeast",blue or bay mussel,mussel,Mussels,mollusc,food,NA,NA,2963216,lbs harvested,NA,6171782.23,1344.1
2008,Washington,Pacific,"Pacific, Northeast",butter clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,24759,lbs harvested,NA,16663.52,11.2
2008,Washington,Pacific,"Pacific, Northeast",cockles clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,708,lbs harvested,NA,189.87,0.3
2008,Washington,Pacific,"Pacific, Northeast",eastern oyster,oyster,Oysters,mollusc,food,NA,NA,104373,lbs harvested,NA,1591158.57,47.3
2008,Washington,Pacific,"Pacific, Northeast",european oyster,oyster,Oysters,mollusc,food,NA,NA,3359,lbs harvested,NA,76142.72,1.5
2008,Washington,Pacific,"Pacific, Northeast",geoduck clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1317760,lbs harvested,NA,15505314.55,597.7
2008,Washington,Pacific,"Pacific, Northeast",horse clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,12125,lbs harvested,NA,8276.57,5.5
2008,Washington,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,NA,NA,56239,lbs harvested,NA,2001327.80,25.5
2008,Washington,Pacific,"Pacific, Northeast",manila clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,8111722,lbs harvested,NA,23632534.64,3679.4
2008,Washington,Pacific,"Pacific, Northeast",mud clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,712,lbs harvested,NA,190.94,0.3
2008,Washington,Pacific,"Pacific, Northeast",native littleneck clams,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,83635,lbs harvested,NA,101346.80,37.9
2008,Washington,Pacific,"Pacific, Northeast",olympia oyster,oyster,Oysters,mollusc,food,NA,NA,218,lbs harvested,NA,30057.37,0.1
2008,Washington,Pacific,"Pacific, Northeast",oyster seed,oyster,Oysters,mollusc,seed,NA,NA,0,lbs harvested,NA,0.00,0
2008,Washington,Pacific,"Pacific, Northeast",pacific oyster,oyster,Oysters,mollusc,food,NA,NA,9688389,lbs harvested,NA,32084389.18,4394.6
2008,Washington,Pacific,"Pacific, Northeast",softshell clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1271647,lbs harvested,NA,570250.41,576.8
2009,Washington,Pacific,"Pacific, Northeast",blue or bay mussel,mussel,Mussels,mollusc,food,NA,NA,2840522,lbs harvested,NA,5676175.03,1288.4
2009,Washington,Pacific,"Pacific, Northeast",butter clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,136634,lbs harvested,NA,143078.56,62
2009,Washington,Pacific,"Pacific, Northeast",cockles clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,2907,lbs harvested,NA,714.25,1.3
2009,Washington,Pacific,"Pacific, Northeast",eastern oyster,oyster,Oysters,mollusc,food,NA,NA,55225,lbs harvested,NA,844873.65,25
2009,Washington,Pacific,"Pacific, Northeast",european oyster,oyster,Oysters,mollusc,food,NA,NA,2200,lbs harvested,NA,42908.00,1
2009,Washington,Pacific,"Pacific, Northeast",geoduck clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1545968,lbs harvested,NA,19224951.06,701.2
2009,Washington,Pacific,"Pacific, Northeast",horse clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,8375,lbs harvested,NA,5455.82,3.8
2009,Washington,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,NA,NA,59984,lbs harvested,NA,2142006.26,27.2
2009,Washington,Pacific,"Pacific, Northeast",manila clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,7730591,lbs harvested,NA,22243163.90,3506.5
2009,Washington,Pacific,"Pacific, Northeast",manila clam seed,clam,"Clams, cockles, arkshells",mollusc,seed,NA,NA,0,lbs harvested,NA,0.00,0
2009,Washington,Pacific,"Pacific, Northeast",mussel seed,mussel,Miscellaneous marine crustaceans,mollusc,seed,NA,NA,0,lbs harvested,NA,0.00,0
2009,Washington,Pacific,"Pacific, Northeast",native littleneck clams,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,89545,lbs harvested,NA,110274.66,40.6
2009,Washington,Pacific,"Pacific, Northeast",olympia oyster,oyster,Oysters,mollusc,food,NA,NA,227,lbs harvested,NA,34736.79,0.1
2009,Washington,Pacific,"Pacific, Northeast",oyster seed,oyster,Oysters,mollusc,seed,NA,NA,0,lbs harvested,NA,0.00,0
2009,Washington,Pacific,"Pacific, Northeast",pacific oyster,oyster,Oysters,mollusc,food,NA,NA,8773294,lbs harvested,NA,33933829.29,3979.5
2009,Washington,Pacific,"Pacific, Northeast",softshell clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1545880,lbs harvested,NA,568334.52,701.2
2010,Washington,Pacific,"Pacific, Northeast",blue or bay mussel,mussel,Mussels,mollusc,food,NA,NA,3233579,lbs harvested,NA,5037357.14,1466.7
2010,Washington,Pacific,"Pacific, Northeast",butter clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,33668,lbs harvested,NA,19275.06,15.3
2010,Washington,Pacific,"Pacific, Northeast",cockles clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,991,lbs harvested,NA,262.58,0.4
2010,Washington,Pacific,"Pacific, Northeast",eastern oyster,oyster,Oysters,mollusc,food,NA,NA,16873,lbs harvested,NA,237168.23,7.7
2010,Washington,Pacific,"Pacific, Northeast",european oyster,oyster,Oysters,mollusc,food,NA,NA,283,lbs harvested,NA,2095.72,0.1
2010,Washington,Pacific,"Pacific, Northeast",geoduck clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1459415,lbs harvested,NA,21328216.36,662
2010,Washington,Pacific,"Pacific, Northeast",horse clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,2223,lbs harvested,NA,1482.62,1
2010,Washington,Pacific,"Pacific, Northeast",kumamoto oyster,oyster,Oysters,mollusc,food,NA,NA,86604,lbs harvested,NA,2165739.10,39.3
2010,Washington,Pacific,"Pacific, Northeast",manila clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,6911133,lbs harvested,NA,17099574.91,3134.8
2010,Washington,Pacific,"Pacific, Northeast",native littleneck clams,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,68576,lbs harvested,NA,69918.74,31.1
2010,Washington,Pacific,"Pacific, Northeast",olympia oyster,oyster,Oysters,mollusc,food,NA,NA,47,lbs harvested,NA,5242.05,0
2010,Washington,Pacific,"Pacific, Northeast",oyster seed,oyster,Oysters,mollusc,seed,NA,NA,0,lbs harvested,NA,0.00,0
2010,Washington,Pacific,"Pacific, Northeast",pacific oyster,oyster,Oysters,mollusc,food,NA,NA,9075937,lbs harvested,NA,32013632.45,4116.8
2010,Washington,Pacific,"Pacific, Northeast",softshell clam,clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,2083999,lbs harvested,NA,720230.05,945.3
